2022-08-02 15:24:24,977 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-08-02 15:24:25,012 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-08-02 15:24:25,013 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-08-02 15:24:25,013 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-08-02 15:24:25,016 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-08-02 15:24:25,016 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-08-02 15:24:25,017 INFO  SwAddin.cs: 201 - Setting up command manager
2022-08-02 15:24:25,018 INFO  SwAddin.cs: 204 - Adding command manager
2022-08-02 15:24:25,019 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-08-02 15:24:25,020 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-08-02 15:24:25,020 INFO  SwAddin.cs: 210 - Adding event handlers
2022-08-02 15:24:25,035 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-08-02 15:35:43,015 INFO  SwAddin.cs: 294 - Assembly export called for file 3SERVO.SLDASM
2022-08-02 15:35:43,017 INFO  SwAddin.cs: 299 - Save is required
2022-08-02 15:35:43,017 INFO  SwAddin.cs: 313 - Saving assembly
2022-08-02 15:35:43,280 INFO  SwAddin.cs: 316 - Opening property manager
2022-08-02 15:35:43,312 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3SERVO.SLDASM
2022-08-02 15:35:43,324 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 3SERVO.SLDASM
2022-08-02 15:35:43,326 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in 3SERVO.SLDASM
2022-08-02 15:35:43,327 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-02 15:35:43,348 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-08-02 15:35:43,349 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from angkle_right_link-1
2022-08-02 15:35:43,349 INFO  ExportHelperExtension.cs: 1136 - Found 90 in angkle_right_link-1
2022-08-02 15:35:43,350 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in angkle_right_link-1
2022-08-02 15:35:43,350 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from foot_right-1
2022-08-02 15:35:43,351 INFO  ExportHelperExtension.cs: 1136 - Found 28 in foot_right-1
2022-08-02 15:35:43,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in foot_right-1
2022-08-02 15:35:43,351 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from knee_right_link-1
2022-08-02 15:35:43,352 INFO  ExportHelperExtension.cs: 1136 - Found 72 in knee_right_link-1
2022-08-02 15:35:43,352 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in knee_right_link-1
2022-08-02 15:35:43,352 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from knee2_right_link.SLDASM-1
2022-08-02 15:35:43,353 INFO  ExportHelperExtension.cs: 1136 - Found 44 in knee2_right_link.SLDASM-1
2022-08-02 15:35:43,353 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in knee2_right_link.SLDASM-1
2022-08-02 15:35:43,353 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 3SERVO.SLDASM
2022-08-02 15:35:43,354 INFO  ExportHelperExtension.cs: 1136 - Found 46 in 3SERVO.SLDASM
2022-08-02 15:35:43,354 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in 3SERVO.SLDASM
2022-08-02 15:35:43,354 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-02 15:35:43,354 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-08-02 15:35:43,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from angkle_right_link-1
2022-08-02 15:35:43,355 INFO  ExportHelperExtension.cs: 1136 - Found 90 in angkle_right_link-1
2022-08-02 15:35:43,355 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in angkle_right_link-1
2022-08-02 15:35:43,356 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from foot_right-1
2022-08-02 15:35:43,356 INFO  ExportHelperExtension.cs: 1136 - Found 28 in foot_right-1
2022-08-02 15:35:43,356 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in foot_right-1
2022-08-02 15:35:43,357 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from knee_right_link-1
